# צבירה חוצת-מבחנים · קורפוס=22 מבחנים · פריטים ייחודיים=4254
מנורמל	ייצוג	סוג	תוצאה	התאמה	מועדים	הופעות	ממוצע-שאלה	ציטוטים
שכבר	שכבר	completion	close	כבר	2	2	0.0	summer_2022·פרק1·ש9·אפשרות 1 ; 2019_winter·פרק2·ש9·אפשרות 2
שלווה	שלווה	analogy+completion	full	שלה	2	2	5.0	spring_2023·פרק1·ש12·אפשרות 1 ; summer_2024·פרק2·ש5·מסיח 3
שלום	שלום	completion	miss		2	2	0.0	autumn_2023·פרק1·ש13·אפשרות 1 ; summer_2024·פרק1·ש15·אפשרות 2
שמן	שמן	analogy	miss		2	2	5.5	summer_2023·פרק2·ש6·מסיח 3 ; 2020_spring·פרק1·ש5·מסיח 4
שעליו	שעליו	completion	close	שעל	2	2	0.0	spring_2025·פרק2·ש15·אפשרות 2 ; winter_2023·פרק1·ש11·אפשרות 4
שערות	שערות	analogy	miss		2	2	4.0	autumn_2024·פרק1·ש3·מסיח 4 ; 2020_summer·פרק1·ש5·מסיח 4
שתיל	שתיל	analogy	miss		2	2	2.0	spring_2022·פרק1·ש3·מסיח 1 ; summer_2024·פרק1·ש1·מסיח 2
שתל	שתל	analogy	miss		2	2	2.0	autumn_2024·פרק1·ש1·מסיח 4 ; spring_2022·פרק1·ש3·מסיח 1
תבואה	תבואה	analogy	miss		2	2	3.0	autumn_2021·פרק1·ש1·מסיח 2 ; 2020_winter·פרק1·ש5·מסיח 4
תבוסה	תבוסה	analogy+completion	miss		2	2	6.0	autumn_2023·פרק1·ש15·אפשרות 1 ; 2020_winter·פרק1·ש6·מסיח 4
תבלין	תבלין	analogy	close	בלנ	2	2	3.0	spring_2024·פרק2·ש5·מסיח 1 ; summer_2023·פרק2·ש1·מסיח 4
תו	תו	analogy	miss		2	2	5.5	summer_2024·פרק2·ש6·מסיח 4 ; 2019_spring·פרק1·ש5·רגל
תומכת	תומכת	completion	close	תמכ	2	2	0.0	2019_spring·פרק1·ש13·אפשרות ? ; 2020_spring·פרק2·ש7·אפשרות 1
תוצאה	תוצאה	analogy+completion	miss		2	2	4.0	autumn_2025·פרק1·ש4·מסיח 3 ; winter_2022·פרק2·ש13·אפשרות 2
תוצר	תוצר	completion	miss		2	2	0.0	spring_2025·פרק1·ש12·אפשרות 3 ; winter_2022·פרק2·ש13·אפשרות 4
תורמת	תורמת	completion	miss		2	2	0.0	summer_2022·פרק2·ש17·אפשרות 2 ; 2020_autumn·פרק1·ש12·אפשרות 1
תזכורת	תזכורת	analogy	close	זכר	2	2	5.5	spring_2022·פרק1·ש5·מסיח 2 ; winter_2023·פרק2·ש6·מסיח 4
תזמורת	תזמורת	analogy	close	זמר	2	2	3.5	summer_2022·פרק1·ש5·מסיח 1 ; 2020_winter·פרק2·ש2·מסיח 4
תחינה	תחינה	analogy	full	תחינה	2	2	5.5	spring_2022·פרק1·ש5·רגל ; summer_2025·פרק2·ש6·מסיח 1
תחרות	תחרות	analogy	miss		2	2	4.0	winter_2023·פרק2·ש4·מסיח 2 ; 2020_spring·פרק1·ש4·מסיח 2
תיאורי	תיאורי	completion	miss		2	2	0.0	spring_2024·פרק2·ש10·אפשרות 4 ; 2020_spring·פרק1·ש9·אפשרות 4
תיקן	תיקן	analogy	miss		2	2	3.0	spring_2023·פרק2·ש1·מסיח 3 ; winter_2022·פרק2·ש5·מסיח 4
תמונה	תמונה	analogy	miss		2	2	3.5	autumn_2021·פרק2·ש3·מסיח 2 ; summer_2022·פרק1·ש4·מסיח 2
תנוך	תנוך	analogy	full	תנוך	2	2	3.5	spring_2022·פרק2·ש1·מסיח 4 ; spring_2025·פרק2·ש6·מסיח 1
תנועה	תנועה	analogy+completion	miss		2	2	2.0	autumn_2024·פרק2·ש14·אפשרות 2 ; summer_2023·פרק1·ש2·מסיח 4
תפוז	תפוז	analogy	miss		2	2	1.0	autumn_2021·פרק1·ש1·מסיח 4 ; summer_2025·פרק1·ש1·רגל
א	א	analogy	miss		1	1	3.0	2020_spring·פרק1·ש3·מסיח 2
אבד עליו הכלח	אבד עליו הכלח	analogy	full	אבד עליו הכלח	1	1	5.0	summer_2024·פרק2·ש5·רגל
אבחון	אבחון	analogy	close	אבח	1	1	2.0	autumn_2025·פרק1·ש2·מסיח 1
אביון	אביון	analogy	full	אביון	1	1	1.0	summer_2021·פרק2·ש1·מסיח 3
אבן משחזת	אבן משחזת	analogy	close	אבן	1	1	4.0	summer_2024·פרק2·ש4·רגל
אבק	אבק	analogy	close	אבק	1	1	4.0	2020_winter·פרק2·ש4·מסיח 1
אבקה	אבקה	analogy	full	אבוקה	1	1	4.0	summer_2026·פרק1·ש4·רגל
אגמים	אגמים	analogy	miss		1	1	5.0	summer_2025·פרק1·ש5·מסיח 2
אדום	אדום	analogy	close	אדמ	1	1	2.0	autumn_2021·פרק2·ש2·מסיח 4
אדומים	אדומים	completion	close	דממ	1	1	0.0	spring_2023·פרק1·ש13·אפשרות 4
אדיבים	אדיבים	analogy	miss		1	1	3.0	summer_2025·פרק2·ש3·מסיח 3
אדים	אדים	analogy	full	אוד	1	1	4.0	summer_2023·פרק2·ש4·מסיח 3
אדיש	אדיש	analogy	miss		1	1	2.0	2020_spring·פרק1·ש2·מסיח 3
אדישות	אדישות	analogy	miss		1	1	2.0	autumn_2024·פרק2·ש2·מסיח 4
אדמדם	אדמדם	analogy	close	דמדמ	1	1	2.0	autumn_2021·פרק2·ש2·מסיח 4
אדמה	אדמה	analogy	close	דמה	1	1	3.0	2020_autumn·פרק1·ש3·מסיח 3
אהדה	אהדה	completion	full	אהדה	1	1	0.0	spring_2025·פרק1·ש12·אפשרות 4
אהוב	אהוב	analogy	miss		1	1	3.0	autumn_2021·פרק1·ש3·רגל
אהיל	אהיל	analogy	full	אהיל	1	1	4.0	summer_2022·פרק2·ש4·מסיח 3
אובייקטיבי	אובייקטיבי	completion	close	אבק	1	1	0.0	2020_spring·פרק1·ש9·אפשרות 3
אובייקטיביות	אובייקטיביות	analogy	close	אבק	1	1	5.0	autumn_2025·פרק2·ש5·רגל
אוהדת	אוהדת	completion	close	אהד	1	1	0.0	2020_winter·פרק1·ש7·אפשרות 4
אוהל קרקס	אוהל קרקס	analogy	close	אוהל	1	1	4.0	2020_summer·פרק2·ש4·רגל
אוזלת יד	אוזלת יד	analogy	full	אזלת יד	1	1	1.0	summer_2021·פרק2·ש1·מסיח 3
אוזניות	אוזניות	analogy	miss		1	1	5.0	summer_2022·פרק2·ש5·רגל
אוכל	אוכל	analogy	close	אכל	1	1	3.0	spring_2022·פרק1·ש3·מסיח 2
אוכלים	אוכלים	completion	close	אכל	1	1	0.0	spring_2024·פרק2·ש9·אפשרות 2
אומנות	אומנות	analogy	close	אמנ	1	1	5.0	summer_2023·פרק2·ש5·מסיח 3
אומץ	אומץ	completion	close	אמצ	1	1	0.0	summer_2021·פרק2·ש10·אפשרות 3
אומץ לב	אומץ לב	analogy	close	אמצ	1	1	6.0	spring_2024·פרק1·ש6·מסיח 3
אומר	אומר	completion	full	אמיר	1	1	0.0	summer_2023·פרק2·ש16·אפשרות 3
אומרים	אומרים	completion	full	אמיר	1	1	0.0	autumn_2025·פרק1·ש10·אפשרות 4
אוניברסיטאות	אוניברסיטאות	completion	close	נבר	1	1	0.0	spring_2022·פרק1·ש11·אפשרות 3
אופנוע	אופנוע	analogy	miss		1	1	6.0	summer_2026·פרק1·ש6·מסיח 2
אופקיו	אופקיו	completion	close	אפק	1	1	0.0	2020_winter·פרק1·ש8·אפשרות ?
אופקים	אופקים	completion	full	אפיק	1	1	0.0	2020_summer·פרק1·ש8·אפשרות ?
אוצר מילים	אוצר מילים	analogy	close	אוצר	1	1	6.0	summer_2024·פרק2·ש6·רגל
אוצרות	אוצרות	completion	full	אצר	1	1	0.0	summer_2025·פרק1·ש16·אפשרות 2
אוקיינוס	אוקיינוס	analogy	miss		1	1	6.0	summer_2023·פרק1·ש6·מסיח 1
אורג	אורג	analogy	full	ארג	1	1	4.0	spring_2023·פרק2·ש4·מסיח 4
אורח	אורח	analogy	full	אורח	1	1	2.0	2019_winter·פרק2·ש2·מסיח 1
אורי	אורי	completion	miss		1	1	0.0	winter_2022·פרק1·ש7·אפשרות 4
אותך	אותך	completion	miss		1	1	0.0	autumn_2024·פרק1·ש15·אפשרות 3
אותנו	אותנו	completion	close	אתנ	1	1	0.0	2020_spring·פרק1·ש11·אפשרות ?
אזהרה	אזהרה	analogy	close	זהר	1	1	2.0	autumn_2024·פרק1·ש2·מסיח 2
אזמל	אזמל	analogy	full	אזמל	1	1	6.0	spring_2024·פרק2·ש6·רגל
אזעקה	אזעקה	analogy	miss		1	1	4.0	spring_2023·פרק1·ש4·מסיח 1
אח	אח	analogy	miss		1	1	3.0	2020_autumn·פרק1·ש3·מסיח 4
אחורה	אחורה	analogy	close	אחר	1	1	6.0	autumn_2021·פרק2·ש6·מסיח 1
אחז	אחז	analogy	close	אחז	1	1	4.0	spring_2024·פרק2·ש4·רגל
אחיו	אחיו	completion	full	אחו	1	1	0.0	2020_spring·פרק1·ש11·אפשרות 1
אחריות	אחריות	analogy	close	אחר	1	1	3.0	spring_2025·פרק2·ש3·מסיח 2
איבר	איבר	analogy	full	אביר	1	1	6.0	summer_2024·פרק2·ש6·מסיח 3
איה	איה	analogy	miss		1	1	6.0	autumn_2021·פרק1·ש6·מסיח 3
איחול	איחול	analogy	miss		1	1	4.0	autumn_2025·פרק1·ש4·מסיח 4
איחר	איחר	analogy	close	אחר	1	1	3.0	autumn_2024·פרק2·ש3·מסיח 3
איכותיות	איכותיות	completion	close	כתת	1	1	0.0	autumn_2024·פרק1·ש13·אפשרות 1
איכותם	איכותם	completion	close	כתמ	1	1	0.0	winter_2022·פרק2·ש12·אפשרות 1
אילולא	אילולא	completion	close	ללא	1	1	0.0	2019_spring·פרק1·ש12·אפשרות ?
אימה	אימה	analogy	full	אימה	1	1	6.0	summer_2026·פרק1·ש6·מסיח 4
אימם	אימם	completion	full	אימום	1	1	0.0	2020_winter·פרק2·ש10·אפשרות 2
אימץ	אימץ	analogy	close	אמצ	1	1	5.0	autumn_2025·פרק1·ש5·מסיח 4
אימת	אימת	analogy	close	אמת	1	1	5.0	summer_2023·פרק1·ש5·מסיח 4
אין לאל ידו	אין לאל ידו	analogy	full	אין לאל ידו	1	1	5.0	spring_2023·פרק2·ש5·מסיח 2
אין לו דורש	אין לו דורש	analogy	full	אין לו דורש	1	1	5.0	spring_2023·פרק2·ש5·מסיח 1
אין לו זכר	אין לו זכר	analogy	full	אין לו זכר	1	1	5.0	spring_2023·פרק2·ש5·מסיח 3
אין לעמוד בפניו	אין לעמוד בפניו	analogy	close	עמד	1	1	5.0	spring_2023·פרק2·ש5·מסיח 4
אין עליו עוררין	אין עליו עוררין	analogy	full	אין עליו עוררין	1	1	5.0	spring_2023·פרק2·ש5·רגל
איני	איני	completion	miss		1	1	0.0	2020_summer·פרק2·ש12·אפשרות 1
איננה	איננה	completion	close	אננ	1	1	0.0	2020_spring·פרק2·ש9·אפשרות 3
איננו	איננו	analogy	close	אננ	1	1	2.0	autumn_2021·פרק1·ש2·רגל
איפוק	איפוק	analogy	full	אפיק	1	1	6.0	summer_2026·פרק2·ש6·מסיח 2
אירוע	אירוע	completion	close	ארע	1	1	0.0	autumn_2023·פרק1·ש13·אפשרות 4
אירע	אירע	analogy	close	ארע	1	1	6.0	2020_autumn·פרק2·ש6·מסיח 3
איש	איש	completion	miss		1	1	0.0	summer_2022·פרק2·ש15·אפשרות 2
אישי	אישי	completion	miss		1	1	0.0	2020_winter·פרק1·ש8·אפשרות ?
אישיות	אישיות	completion	full	אושיות	1	1	0.0	2020_spring·פרק1·ש9·אפשרות 3
אישר	אישר	completion	close	אשר	1	1	0.0	spring_2022·פרק1·ש11·אפשרות 2
אישש	אישש	completion	full	אישש	1	1	0.0	2020_winter·פרק2·ש10·אפשרות 1
איששו	איששו	completion	close	אשש	1	1	0.0	spring_2022·פרק2·ש15·אפשרות 1
איתרוהו	איתרוהו	analogy	close	תרה	1	1	5.0	autumn_2021·פרק1·ש5·מסיח 3
אכילת	אכילת	completion	close	אכל	1	1	0.0	summer_2022·פרק2·ש16·אפשרות 4
אכיפה	אכיפה	analogy	close	אכפ	1	1	1.0	autumn_2021·פרק2·ש1·מסיח 2
אכלה	אכלה	completion	close	אכל	1	1	0.0	spring_2025·פרק2·ש15·אפשרות 1
אכסניה	אכסניה	analogy	miss		1	1	1.0	autumn_2024·פרק1·ש1·רגל
אל נכון	אל נכון	analogy	full	אל נכון	1	1	6.0	winter_2022·פרק2·ש6·רגל
אלה"	אלה"	completion	miss		1	1	0.0	autumn_2025·פרק1·ש11·אפשרות 2
אלומה	אלומה	analogy	full	אלומה	1	1	3.0	autumn_2025·פרק1·ש3·רגל
אליו	אליו	completion	miss		1	1	0.0	spring_2025·פרק1·ש12·אפשרות 2
אלים	אלים	completion	full	אויל	1	1	0.0	autumn_2023·פרק1·ש13·אפשרות 1
אלירז	אלירז	completion	miss		1	1	0.0	winter_2023·פרק1·ש11·אפשרות 4
אלמותי	אלמותי	analogy	close	אלמ	1	1	4.0	summer_2021·פרק1·ש4·מסיח 3
אלפא	אלפא	completion	close	אלפ	1	1	0.0	autumn_2023·פרק2·ש13·אפשרות 4
אלרגי	אלרגי	completion	miss		1	1	0.0	winter_2022·פרק1·ש8·אפשרות 1
אמבט	אמבט	analogy	miss		1	1	1.0	winter_2022·פרק1·ש1·מסיח 4
אמונה	אמונה	analogy	close	אמנ	1	1	5.0	2020_winter·פרק2·ש5·מסיח 4
אמורות	אמורות	completion	full	אמיר	1	1	0.0	2019_winter·פרק2·ש9·אפשרות 1
אמורים	אמורים	completion	full	אמיר	1	1	0.0	spring_2024·פרק2·ש9·אפשרות 4
אמין	אמין	analogy	close	אמנ	1	1	1.0	2019_winter·פרק2·ש1·מסיח 4
אמינות	אמינות	analogy	close	אמנ	1	1	3.0	winter_2023·פרק1·ש3·מסיח 4
אמיר	אמיר	completion	full	אמיר	1	1	0.0	autumn_2021·פרק2·ש14·אפשרות 1
אמירות	אמירות	completion	full	אמיר	1	1	0.0	2020_spring·פרק1·ש9·אפשרות 3
אמיתיים	אמיתיים	completion	close	אמת	1	1	0.0	summer_2024·פרק2·ש9·אפשרות 4
אמר	אמר	completion	full	אמיר	1	1	0.0	summer_2024·פרק2·ש10·אפשרות 4
אמרה	אמרה	completion	full	אמרה	1	1	0.0	autumn_2025·פרק2·ש15·אפשרות 4
אמתלה	אמתלה	analogy	full	אמתלה	1	1	6.0	summer_2025·פרק2·ש6·רגל
אנושיות	אנושיות	analogy	close	אנש	1	1	3.0	summer_2024·פרק1·ש3·רגל
אנסה	אנסה	completion	miss		1	1	0.0	autumn_2024·פרק1·ש15·אפשרות 1
אנרגיה	אנרגיה	completion	miss		1	1	0.0	spring_2023·פרק1·ש12·אפשרות 2
אנשי	אנשי	completion	close	אנש	1	1	0.0	spring_2023·פרק1·ש13·אפשרות 3
אסור	אסור	analogy	miss		1	1	6.0	spring_2025·פרק1·ש6·מסיח 1
אסיה	אסיה	analogy	miss		1	1	2.0	winter_2022·פרק1·ש2·מסיח 4
אסיף	אסיף	analogy	miss		1	1	6.0	summer_2023·פרק2·ש6·מסיח 4
אסיר	אסיר	analogy	miss		1	1	2.0	spring_2022·פרק1·ש2·מסיח 4
אפה	אפה	analogy	full	איפה	1	1	3.0	autumn_2024·פרק2·ש3·מסיח 2
אפייה	אפייה	analogy	full	איפה	1	1	4.0	winter_2023·פרק1·ש4·מסיח 1
אפלולי	אפלולי	analogy	full	אפלולי	1	1	1.0	autumn_2025·פרק1·ש1·מסיח 1
אצבעון	אצבעון	analogy	full	אצבעון	1	1	4.0	spring_2023·פרק1·ש4·מסיח 3
אצטבה	אצטבה	analogy	miss		1	1	3.0	spring_2023·פרק2·ש3·רגל
אצטדיון	אצטדיון	analogy	miss		1	1	4.0	2020_summer·פרק2·ש4·מסיח 4
אצן	אצן	analogy	miss		1	1	4.0	2020_summer·פרק2·ש4·מסיח 4
אקדח	אקדח	analogy	close	קדח	1	1	3.0	autumn_2024·פרק1·ש3·מסיח 2
אקווריום	אקווריום	analogy	close	קרמ	1	1	3.0	2020_autumn·פרק1·ש3·רגל
אקרן	אקרן	analogy	close	קרנ	1	1	6.0	autumn_2025·פרק2·ש6·מסיח 4
ארגונים	ארגונים	completion	close	רגנ	1	1	0.0	autumn_2024·פרק2·ש13·אפשרות 4
ארוחת	ארוחת	completion	close	ארח	1	1	0.0	autumn_2021·פרק1·ש11·אפשרות 4
ארוך	ארוך	analogy+completion	close	ארכ	1	2	2.0	autumn_2021·פרק2·ש2·מסיח 2 ; autumn_2021·פרק1·ש12·אפשרות 4
ארוכה	ארוכה	completion	full	ארכה	1	1	0.0	2019_winter·פרק2·ש8·אפשרות 1
ארון	ארון	analogy	miss		1	1	4.0	2019_winter·פרק2·ש4·מסיח 4
ארון בגדים	ארון בגדים	analogy	close	גדמ	1	1	3.0	summer_2021·פרק1·ש3·רגל
ארז	ארז	analogy	miss		1	1	5.0	2020_summer·פרק2·ש5·רגל
אריג	אריג	analogy	full	ארג	1	1	2.0	summer_2021·פרק2·ש2·מסיח 3
ארכה	ארכה	analogy	full	ארכה	1	1	5.0	spring_2024·פרק2·ש5·מסיח 4
ארכני	ארכני	analogy	close	ארכ	1	1	2.0	autumn_2021·פרק2·ש2·מסיח 2
ארמון	ארמון	analogy	miss		1	1	1.0	2020_spring·פרק2·ש1·מסיח 2
ארעיות	ארעיות	analogy	full	ארעי	1	1	5.0	spring_2024·פרק1·ש5·מסיח 2
אשליות	אשליות	analogy	miss		1	1	6.0	spring_2022·פרק2·ש6·מסיח 2
אשם	אשם	analogy	close	אשמ	1	1	5.0	summer_2021·פרק1·ש5·מסיח 2
אשנב	אשנב	analogy	full	אשנב	1	1	4.0	2019_spring·פרק1·ש4·לא-זוהה
אתגר	אתגר	completion	close	תגר	1	1	0.0	winter_2022·פרק1·ש7·אפשרות 1
אתנגד	אתנגד	completion	close	אתנ	1	1	0.0	spring_2024·פרק1·ש17·אפשרות 1
בא אל קיצו	בא אל קיצו	analogy	full	בא אל קיצו	1	1	1.0	spring_2025·פרק2·ש1·מסיח 2
בא בצל קורתו	בא בצל קורתו	analogy	full	בא בצל קורתו	1	1	3.0	summer_2022·פרק1·ש3·מסיח 3
בא כשמן בעצמותיו	בא כשמן בעצמותיו	analogy	full	בא כשמן בעצמותיו	1	1	3.0	summer_2022·פרק1·ש3·מסיח 4
בא על פתרונו	בא על פתרונו	analogy	close	תרנ	1	1	6.0	2020_summer·פרק2·ש6·רגל
בא קצו	בא קצו	analogy	miss		1	1	6.0	2020_summer·פרק2·ש6·מסיח 2
באבו	באבו	analogy	full	באיבו	1	1	3.0	spring_2023·פרק1·ש3·מסיח 1
באדישותו	באדישותו	completion	miss		1	1	0.0	autumn_2025·פרק1·ש11·אפשרות 1
באדישותן	באדישותן	completion	miss		1	1	0.0	autumn_2025·פרק1·ש11·אפשרות 4
באוהדת	באוהדת	completion	close	אהד	1	1	0.0	2020_winter·פרק1·ש7·אפשרות 2
באוצרות	באוצרות	completion	close	אצר	1	1	0.0	summer_2025·פרק1·ש16·אפשרות 1
באותן	באותן	completion	close	אתנ	1	1	0.0	autumn_2021·פרק2·ש13·אפשרות 4
באיכותן	באיכותן	completion	close	כתנ	1	1	0.0	autumn_2024·פרק1·ש13·אפשרות 4
באיקס	באיקס	completion	miss		1	1	0.0	spring_2024·פרק2·ש9·אפשרות 4
באירופה	באירופה	completion	close	רפה	1	1	0.0	summer_2026·פרק2·ש14·אפשרות 2
באקראי	באקראי	analogy	miss		1	1	3.0	spring_2023·פרק1·ש3·מסיח 2
בארון	בארון	completion	close	באר	1	1	0.0	spring_2025·פרק2·ש15·אפשרות 1
באשמתו	באשמתו	completion	close	אשמ	1	1	0.0	autumn_2023·פרק2·ש15·אפשרות 2
בביטול	בביטול	completion	close	בטל	1	1	0.0	winter_2023·פרק1·ש12·אפשרות 4
בביצוע	בביצוע	completion	close	בצע	1	1	0.0	summer_2024·פרק1·ש15·אפשרות 4
בביצת	בביצת	completion	miss		1	1	0.0	spring_2023·פרק2·ש8·אפשרות 4
בבית	בבית	completion	close	בבת	1	1	0.0	summer_2024·פרק1·ש15·אפשרות 1
בבת העין	בבת העין	analogy	close	בבת	1	1	5.0	winter_2022·פרק1·ש5·מסיח 2
בגדר	בגדר	completion	miss		1	1	0.0	summer_2023·פרק1·ש11·אפשרות 4
בגין	בגין	completion	full	בגין	1	1	0.0	2020_spring·פרק1·ש11·אפשרות 2
בגפו	בגפו	analogy	full	בגפו	1	1	3.0	spring_2023·פרק1·ש3·רגל
בגרות	בגרות	analogy	miss		1	1	5.0	spring_2024·פרק1·ש5·מסיח 3
בדבריו	בדבריו	completion	close	דבר	1	1	0.0	summer_2024·פרק2·ש11·אפשרות 1
בדברים	בדברים	completion	close	דבר	1	1	0.0	summer_2022·פרק1·ש9·אפשרות 3
בדה	בדה	analogy	full	בדה	1	1	2.0	2020_autumn·פרק1·ש2·מסיח 1
בדוחק	בדוחק	completion	close	בדח	1	1	0.0	2020_winter·פרק2·ש11·אפשרות 4
בדיבור	בדיבור	completion	close	דבר	1	1	0.0	spring_2022·פרק2·ש15·אפשרות 4
בדינה	בדינה	completion	miss		1	1	0.0	summer_2026·פרק2·ש13·אפשרות 2
בדעה	בדעה	completion	miss		1	1	0.0	2019_spring·פרק2·ש14·אפשרות ?
בדעתו	בדעתו	completion	close	דעתו	1	1	0.0	autumn_2023·פרק1·ש13·אפשרות 3
בדרכי	בדרכי	completion	close	דרכ	1	1	0.0	autumn_2023·פרק1·ש13·אפשרות 1
בהוצאות	בהוצאות	completion	miss		1	1	0.0	spring_2025·פרק1·ש11·אפשרות 4
בהוריו	בהוריו	completion	miss		1	1	0.0	summer_2026·פרק1·ש10·אפשרות 1
בהחלטותיו	בהחלטותיו	completion	miss		1	1	0.0	2019_spring·פרק2·ש13·אפשרות ?
בהיסטוריה	בהיסטוריה	completion	miss		1	1	0.0	autumn_2024·פרק2·ש14·אפשרות 4
בהיעדר	בהיעדר	completion	miss		1	1	0.0	summer_2021·פרק1·ש11·אפשרות 4
בהן צדק	בהן צדק	analogy	full	בהן צדק	1	1	3.0	winter_2023·פרק1·ש3·מסיח 4
בהפתעה	בהפתעה	completion	close	תעה	1	1	0.0	autumn_2024·פרק2·ש12·אפשרות 1
בהצגת	בהצגת	completion	miss		1	1	0.0	2020_winter·פרק1·ש7·אפשרות 2
