יחידה	#	מילה מנוקדת	מילה	שורש	מוצא	סטטוס	מקורות	הערה
5	59	הִבְלִיג	הבליג	בלג	ויקינתונים (CC0)	אומת			L206871
5	60	הִפְרִישׁ	הפריש	פרש	ויקינתונים (CC0)	אומת			L208579
5	61	נוֹאַשׁ	נואש	יאש	ויקינתונים (CC0)	אומת			L214217
5	62	מִצָּה	מצה	מצה	ויקינתונים (CC0)	אומת			L66471
5	63	סָחַף	סחף	סחפ	ויקינתונים (CC0)	אומת			L215341
5	64	עָגַן	עגן	עגנ	ויקינתונים (CC0)	שוכתב			L215913
5	65	קָנֶה	קנה	קנה	ויקינתונים (CC0)	אומת			L218350
5	66	אָחוּ	אחו	אחו	ויקינתונים (CC0)	שוכתב			L75253
5	67	נִיר	ניר	ניר	ויקינתונים (CC0)	אומת			L79842
5	68	תִּירוֹשׁ	תירוש	תירוש	ויקינתונים (CC0)	אומת			L82482
5	69	צִיץ	ציץ	ציצ	ויקינתונים (CC0)	אומת			L67666
5	70	חוֹחַ	חוח	חוח	ויקינתונים (CC0)	אומת			L77748
5	71	חַיִץ	חיץ	חצצ	ויקינתונים (CC0)	שוכתב			L65259
5	72	שׁוּחָה	שוחה	שוח	ויקינתונים (CC0)	אומת			L82142
5	73	תֹּפֶת	תפת	תפת	ויקינתונים (CC0)	אומת			L82559
5	74	יְשִׁימוֹן	ישימון	ישמ	ויקינתונים (CC0)	אומת			L211908
5	75	שָׁרָב	שרב	שרב	ויקינתונים (CC0)	אומת			L68497
5	76	זַרְזִיף	זרזיף	זרזפ	ויקינתונים (CC0)	אומת			L77670
5	77	אַדְוָה	אדוה	אדה	ויקינתונים (CC0)	אומת			L489740
5	78	דֹּק	דק	דוק	ויקינתונים (CC0)	שוכתב			L206727
5	79	הֶבֶל	הבל	הבל	ויקינתונים (CC0)	שוכתב			L64775
5	80	נִימָה	נימה	נימ	ויקינתונים (CC0)	אומת			L79825
5	81	בְּדַל	בדל	בדל	ויקינתונים (CC0)	אומת			L64174
5	82	תּוּשִׁיָּה	תושיה	תושיה	ספריא · נחלת הכלל	אומת			Shadal on Isaiah 28:29:1 (Padova, 1867 [he])
5	83	תֹּם	תם	תממ	ויקינתונים (CC0)	שוכתב			L220260
5	84	אֶמֶשׁ	אמש	אמש	ויקינתונים (CC0)	אומת			L491502
5	85	מוּעָקָה	מועקה	עוק	ויקינתונים (CC0)	אומת			L212901
5	86	טִרְדָּה	טרדה	טרד	ויקינתונים (CC0)	שוכתב			L211520
5	87	אִוְשָׁה	אושה	אוש	ויקינתונים (CC0)	אומת			L75234
5	88	צְרִיחַ	צריח	צרח	ויקינתונים (CC0)	אומת			L67720
5	89	קִיטוֹן	קיטון	קיטונ	ויקינתונים (CC0)	אומת			L81615
5	90	קִיתוֹן	קיתון	קיתונ	ויקינתונים (CC0)	שוכתב			L81636
5	91	גִּיגִית	גיגית	גיג	ויקינתונים (CC0)	שוכתב			L206182
5	92	נֶזֶם	נזם	נזמ	ויקינתונים (CC0)	אומת			L214347
5	93	עֲדִי	עדי	עדה	ויקינתונים (CC0)	שוכתב			L67166
5	94	רֶגֶב	רגב	רגב	ויקינתונים (CC0)	אומת			L81899
5	95	טִיט	טיט	טיט	ויקינתונים (CC0)	שוכתב			L78052
5	96	פּוּר	פור	פור	ויקינתונים (CC0)	שוכתב			L67380
5	97	אֹשְׁיָה	אשיה	אשה	ויקינתונים (CC0)	אומת			L205433
5	98	עֲגָה	עגה	עגה	ויקינתונים (CC0)	אומת			L215900
5	99	נַפְתּוּלִים	נפתולים	פתל	ויקינתונים (CC0)	שוכתב		נדחה בהפרכה ונכתב מחדש בכפוף לשער	L214892
5	100	רָז	רז	רזז	ויקינתונים (CC0)	אומת			L218803
5	101	דְּיוֹקָן	דיוקן	דיוקנ	ויקינתונים (CC0)	אומת			L491173
5	102	חֹטֶם	חטם	חטמ	ויקינתונים (CC0)	שוכתב			L65164
5	103	לֹעַ	לע	לוע	ויקינתונים (CC0)	אומת			L78699
5	104	מַלְתָּעוֹת	מלתעות	לתע	ספריא · נחלת הכלל	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	Machberet Menachem, Letter Lamed 53:2 (Mahberet Menahem, London, 1854. [he])
5	105	טֹפֶר	טפר	טפר	ויקינתונים (CC0)	אומת			L65432
5	106	פַּרְסָה	פרסה	פרס	ויקינתונים (CC0)	אומת			L67560
5	107	פְּלוּמָה	פלומה	פלמ	ויקינתונים (CC0)	אומת			L80901
5	108	פֵּאָה	פאה	פאה	ויקינתונים (CC0)	שוכתב		נדחה בהפרכה ונכתב מחדש בכפוף לשער	L67347
5	109	יַרְכְּתַיִם	ירכתים	ירכ	ויקינתונים (CC0)	שוכתב			L78321
5	110	שִׁפּוּלִים	שפולים	שפל	ויקינתונים (CC0)	אומת			L82307
5	111	סְפִיחַ	ספיח	ספח	ויקינתונים (CC0)	אומת			L215748
5	112	נֶשֶׁךְ	נשך	נשכ	ויקינתונים (CC0)	אומת			L215062
5	113	מַהֲמוֹרוֹת	מהמורות	המר	ספריא · נחלת הכלל	אומת			Korban HaEdah on Jerusalem Talmud Moed Katan 1:6:3:2 (1536 [he])
5	114	חַתְחַתִּים	חתחתים	חתחת	ויקינתונים (CC0)	אומת			L211229
5	115	תְּלָאוֹת	תלאות	תלא	ספריא · נחלת הכלל	אומת			Menorat HaMaor, iv; On Humility, Developing Humility 21 (Menorat HaMaor, Alnakawa, H.G. Enelow ed. N.Y. 1929-1934 [he])
5	116	אֲסַפְסוּף	אספסוף	אספסופ	ויקינתונים (CC0)	אומת			L205173
5	117	גֻּזְמָה	גזמה	גזמ	ויקינתונים (CC0)	אומת			L206085
5	118	זוּטוֹת	זוטות	זוט	ויקינתונים (CC0)	אומת			L210377
5	119	צָפוּד	צפוד	צפד	ויקינתונים (CC0)	אומת			L217693
5	120	מְהוּהַּ	מהוה	מהה	ויקינתונים (CC0)	אומת			L212700
5	121	נֶאֱלָח	נאלח	אלח	ויקינתונים (CC0)	אומת			L214052
5	122	שָׁחוּחַ	שחוח	שחח	ויקינתונים (CC0)	שוכתב			L219403
5	123	מְאַלֵּף	מאלף	אלפ	ויקינתונים (CC0)	אומת			L65998
5	124	הֵנִיחַ אֶת דַּעְתּוֹ	הניח את דעתו	הניח-את-דעתו	ספריא · נחלת הכלל	אומת			Shem MiShmuel, Vayakhel 13:4 (Sefer Shem Mishmuel, Piotrkow, 1927-1934 [he])
5	125	הוֹלִיךְ שׁוֹלָל	הוליך שולל	הוליך-שולל	ספריא · נחלת הכלל	אומת			Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 11:90 (Derashot El Ami, Jerusalem 1936 [he])
5	126	הֵקֵל רֹאשׁ	הקל ראש	הקל-ראש	ספריא · נחלת הכלל	אומת			Alshekh on Torah, Leviticus 10:1:11 (Torat Moshe, Warsaw, 1875 [he])
5	127	מִן הַפַּח אֶל הַפַּחַת	מן הפח אל הפחת	מן-הפח-אל-הפחת	ספריא · נחלת הכלל	אומת			Sermons Unto My People, The High Holidays 7:39 (Derashot El Ami, Jerusalem 1936 [he])
5	128	אֶפֶס קָצֵהוּ	אפס קצהו	אפס-קצהו	ספריא · נחלת הכלל	אומת			Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 15:65 (Derashot El Ami, Jerusalem 1936 [he])
5	129	טִפִּין טִפִּין	טפין טפין	טיפין-טיפין	ספריא · נחלת הכלל	אומת			Maggid Mishneh on Mishneh Torah, Forbidden Intercourse 9:6:3 (ToratEmet [he])
5	130	אֵין אוֹנִים	אין אונים	אין-אונים	ספריא · נחלת הכלל	אומת			Ibn Ezra on Isaiah 40:29:1 (Ibn Ezra on Isaiah, by M. Friedlander; Society of Hebrew Literature, London 1877 [he])
5	131	תְּמוֹל שִׁלְשׁוֹם	תמול שלשום	תמול-שלשום	ספריא · נחלת הכלל	אומת			Kitzur Ba'al HaTurim on Exodus 5:8:1 (On Your Way [he])
5	132	עוּל יָמִים	עול ימים	עול-ימים	ספריא · נחלת הכלל	אומת			Mechokekei Yehudah; Karnei Ohr, Genesis 33:15:1 (Piotrkow, 1907-1911 [he])
5	133	שְׁאֵר בָּשָׂר	שאר בשר	שאר-בשר	ספריא · נחלת הכלל	אומת			Korban HaEdah on Jerusalem Talmud Sanhedrin 7:7:4:2 (1536 [he])
5	134	רְחַב יָד	רחב יד	רחב-יד	ספריא · נחלת הכלל	אומת			Rashi on Chullin 134b:14:2 (Vilna Edition [he])
5	135	אֶרֶךְ אַפַּיִם	ארך אפים	ארך-אפיים	ויקינתונים (CC0)	אומת			L76029
5	136	חֲמוּר סֵבֶר	חמור סבר	חמור-סבר	ספריא · נחלת הכלל	אומת			Rashbam on Bava Batra 78a:4:3 (Vilna Edition [he])
5	137	נִים וְלֹא נִים	נים ולא נים	נים-ולא-נים	ספריא · נחלת הכלל	אומת			Tosafot on Niddah 63a:4:1 (Vilna Edition [he])
5	138	עַתִּיק יוֹמִין	עתיק יומין	עתיק-יומין	ספריא · נחלת הכלל	אומת			Sha'arei Orah, Tenth Gate, First Sefirah 90 (Shaarei Orah, grimoar [he])
5	139	שֹׁד וָשֶׁבֶר	שד ושבר	שוד-ושבר	ספריא · נחלת הכלל	אומת			Machberet Menachem, Introduction 190 (Mahberet Menahem, London, 1854. [he])
5	140	מִן הַכֹּחַ אֶל הַפֹּעַל	מן הכח אל הפעל	מן-הכוח-אל-הפועל	ספריא · נחלת הכלל	אומת			Efodi on Guide for the Perplexed, Part 2 4:12 (Warsaw, 1872 [he])
5	141	מְחוֹז חֶפְצוֹ	מחוז חפצו	מחוז-חפצו	ספריא · נחלת הכלל	אומת			HaKtav VeHaKabalah, Genesis 18:1:3 (HaKtav VeHaKabbalah, Frankfurt 1880 [he])
5	142	בִּמְרוּצַת הַזְּמַן	במרוצת הזמן	במרוצת-הזמן	ספריא · נחלת הכלל	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	Against Flaccus 21:3 (Tel Aviv, 1936 [he])
5	143	פָּרָשַׁת דְּרָכִים	פרשת דרכים	פרשת-דרכים	ספריא · נחלת הכלל	שוכתב			Rashi on Sotah 21a:13:1 (Vilna Edition [he])
5	144	רֹעַ הַגְּזֵרָה	רע הגזרה	רוע-הגזרה	ספריא · נחלת הכלל	SKIP			Ibn Ezra on Isaiah 27:9:1 (Ibn Ezra on Isaiah, by M. Friedlander; Society of Hebrew Literature, London 1877 [he])
5	145	עַמּוּד הַתָּוֶךְ	עמוד התוך	עמוד-התווך	ספריא · נחלת הכלל	אומת			Matnot Kehunah on Shemot Rabbah 15:22:9 (Midrash Rabbah, Vilna, 1878 [he])
5	146	אֶבֶן בֹּחַן	אבן בחן	אבן-בוחן	ויקינתונים (CC0)	שוכתב			L1352733
5	147	מַטְבֵּעַ לָשׁוֹן	מטבע לשון	מטבע-לשון	ויקינתונים (CC0)	אומת			L66195
5	148	בַּעַל שִׁעוּר קוֹמָה	בעל שעור קומה	בעל-שיעור-קומה	ספריא · נחלת הכלל	אומת			Otzar Midrashim, Shiur Komah 1:1 (Otzar Midrashim, New York, 1915 [he])
5	149	נְשׂוּא פָּנִים	נשוא פנים	נשוא-פנים	ספריא · נחלת הכלל	אומת			Rashi on Sotah 40a:7:2 (Vilna Edition [he])
5	150	רַב פְּעָלִים	רב פעלים	רב-פעלים	ספריא · נחלת הכלל	שוכתב			Minchat Shai on Proverbs 5:6:1 (Minchat Shai [he])
5	151	קִבֵּל עָלָיו אֶת הַדִּין	קבל עליו את הדין	קיבל-עליו-את-הדין	ספריא · נחלת הכלל	אומת			Marpeh la'Nefesh, Tenth Treatise on Devotion to God 4:3 (Chovat Halevavot, Warsaw 1875 [he])
5	152	דָּבָר וְהִפּוּכוֹ	דבר והפוכו	דבר-והיפוכו	ספריא · נחלת הכלל	שוכתב			Malbim Beur Hamilot on Isaiah 5:6:3 (On Your Way [he])
5	153	לֹא דֻּבִּים וְלֹא יַעַר	לא דבים ולא יער	לא-דובים-ולא-יער	ספריא · נחלת הכלל	אומת			Ein Yaakov, Sotah 9:6 (Daat [he])
5	154	דָּן לְכַף זְכוּת	דן לכף זכות	דן-לכף-זכות	ספריא · נחלת הכלל	אומת			Shenei Luchot HaBerit, Torah Shebikhtav, Sefer Vayikra, Torah Ohr, Kedoshim 42 (Shenei Luchot HaBrit, based on Amsterdam, 1698 ed. Part III [he])
5	155	לִפְנִים מִשּׁוּרַת הַדִּין	לפנים משורת הדין	לפנים-משורת-הדין	ספריא · נחלת הכלל	אומת			Chidushei Agadot on Avodah Zarah 4b:7 (Vilna Edition [he])
5	156	יָצָא יְדֵי חוֹבָה	יצא ידי חובה	יצא-ידי-חובה	ספריא · נחלת הכלל	אומת			Arvei Nachal, Miketz 1:38 (Arvei Nachal, Jerusalem, 1991 [he])
5	157	עוֹבֵר לַסּוֹחֵר	עובר לסוחר	עובר-לסוחר	ספריא · נחלת הכלל	אומת			Gra's Nuschah on Avot D'Rabbi Natan 13:3:3 (Talmud Bavli, Vilna 1883 ed. [he])
5	158	שָׁוֶה לְכָל נֶפֶשׁ	שוה לכל נפש	שווה-לכל-נפש	ספריא · נחלת הכלל	אומת			Korban HaEdah on Jerusalem Talmud Shabbat 3:3:13:7 (1536 [he])
5	159	לֶחֶם חֻקּוֹ	לחם חקו	לחם-חוקו	ספריא · נחלת הכלל	שוכתב			Ralbag on I Kings 11:18:2 (On Your Way [he])
5	160	קֻצּוֹ שֶׁל יוֹד	קצו של יוד	קוצו-של-יוד	ויקיטקסט · נחלת הכלל	אומת			ליקוטי הלכות/חושן משפט/הלכות גניבה
5	161	מִלֵּא פִּיו מַיִם	מלא פיו מים	מילא-פיו-מים	ספריא · נחלת הכלל	אומת			Shulchan Arukh, Yoreh De'ah 135:10 (Ashlei Ravrevei: Shulchan Aruch Yoreh Deah, Lemberg, 1888 [he])
5	162	לְשׁוֹן הַמֹּאזְנַיִם	לשון המאזנים	לשון-המאזניים	ספריא · נחלת הכלל	אומת			Zera Kodesh, On Torah, Vayera 6 (1405 [he])
5	163	קֶרֶן זָוִית	קרן זוית	קרן-זווית	ספריא · נחלת הכלל	אומת			Chatam Sofer on Shulchan Arukh, Orach Chayim 440:1 (Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893 [he])
5	164	עָמַד בַּפֶּרֶץ	עמד בפרץ	עמד-בפרץ	ספריא · נחלת הכלל	אומת			Perush Maharzu on Ruth Rabbah, Petichta 1:55 (Midrash Rabbah, Vilna, 1878 [he])
5	165	אַחַר כָּבוֹד	אחר כבוד	אחר-כבוד	ספריא · נחלת הכלל	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	Matnot Kehunah on Vayikra Rabbah 9:2:1 (Midrash Rabbah, Vilna, 1878 [he])
5	166	בַּחֲצִי פֶּה	בחצי פה	בחצי-פה	ספריא · נחלת הכלל	אומת			Sha'arei Torat Eretz Yisrael on Jerusalem Talmud Pesachim 5:5:4:1 (Jerusalem, 1940 [he])
5	167	בְּיָד רָמָה	ביד רמה	ביד-רמה	ספריא · נחלת הכלל	אומת			Netinah LaGer, Numbers 15:30:1 (Vilna, 1876 [he])
5	168	בְּאֵין רוֹאִים	באין רואים	באין-רואים	ספריא · נחלת הכלל	שוכתב			Machatzit HaShekel on Orach Chayim 55:14:2 (Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893, Vol 1 [he])
5	169	בֵּין הַשְּׁמָשׁוֹת	בין השמשות	בין-השמשות	ויקינתונים (CC0)	אומת			L76275
5	170	לְעֵת מְצֹא	לעת מצא	לעת-מצוא	ספריא · נחלת הכלל	שוכתב			Torah Temimah on Psalms 32:6:1 (On Your Way [he])
5	171	נַחֲלַת הַכְּלָל	נחלת הכלל	נחלת-הכלל	ספריא · נחלת הכלל	שוכתב			Akeidat Yitzchak 23:1:8 (Akeidat Yitzchak, Pressburg 1849 [he])
5	172	נִכְסֵי צֹאן בַּרְזֶל	נכסי צאן ברזל	נכסי-צאן-ברזל	ספריא · נחלת הכלל	אומת			Chelkat Mechokek 66:39 (Vilna, 1876 [he])
5	173	יְגִיעַ כַּפָּיו	יגיע כפיו	יגיע-כפיו	ספריא · נחלת הכלל	שוכתב			Meiri on Psalms 128:2:1 (Jerusalem, 1936 [he])
5	174	הֲלָךְ רוּחַ	הלך רוח	הלך-רוח	ספריא · נחלת הכלל	אומת			Minchat Shai on Micah 2:10:1 (Minchat Shai [he])
5	175	עִדָּן וְעִדָּנִים	עדן ועדנים	עידן-ועידנים	ספריא · נחלת הכלל	אומת			Beur HaRe'em on Midrash Lekach Tov, Deuteronomy, Vayeilech 24 (Midrash Lekach Tov on Torah, Vilna 1884 [he])
5	176	עָשָׂה יָמִים כְּלֵילוֹת	עשה ימים כלילות	עשה-ימים-כלילות	ספריא · נחלת הכלל	אומת			Rosh on Moed Katan 3:63:1 (Vilna Edition [he])
5	177	עֵרֶב רַב	ערב רב	ערב-רב	ספריא · נחלת הכלל	שוכתב			Mikdash Melekh on Zohar 3:237b:1 (Zholkva, 1864 [he])
5	178	לְמַגִּנַּת לִבּוֹ	למגנת לבו	למגינת-ליבו	ויקיטקסט · נחלת הכלל	אומת			יהודה ליב גורדון
5	179	אַלְיָה וְקוֹץ בָּהּ	אליה וקוץ בה	אליה-וקוץ-בה	ספריא · נחלת הכלל	אומת			Hegyonot El Ami, Volume II, Chayei Sara 20:22 (Antwerp, 1933-1936 [he])
5	180	לַאֲמִתּוֹ שֶׁל דָּבָר	לאמתו של דבר	לאמיתו-של-דבר	ספריא · נחלת הכלל	שוכתב			Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 16:23 (Derashot El Ami, Jerusalem 1936 [he])
5	181	אִמְרֵי שֶׁפֶר	אמרי שפר	אמרי-שפר	ספריא · נחלת הכלל	אומת			Abarbanel on Torah, Genesis 49:1:7 (Torah Commentary of Yitzchak Abarbanel, Warsaw 1862 [he])
5	182	דִּבְרֵי טַעַם	דברי טעם	דברי-טעם	ספריא · נחלת הכלל	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	Chafetz Chaim on Sifra, Tazria Parashat Negaim, Chapter 6 7:9 (Wikisource [he])
5	183	דִּבְרֵי בֶּלַע	דברי בלע	דברי-בלע	ספריא · נחלת הכלל	שוכתב			Meiri on Psalms 52:6:1 (Jerusalem, 1936 [he])
5	184	כְּזַיִת	כזית	כזית	ספריא · נחלת הכלל	אומת			Rashi on Zevachim 30b:17:1 (Vilna Edition [he])
5	185	עֲשֶׂרֶת מוֹנִים	עשרת מונים	עשרת-מונים	ספריא · נחלת הכלל	אומת			Da'at Zekenim on Genesis 31:7:1 (daat zekenim [he])
5	186	עַד בְּלִי דַּי	עד בלי די	עד-בלי-די	ספריא · נחלת הכלל	אומת			Imrei Binah, Part I; Oseh Pele 3:31 (Imrei Binah, Jerusalem 1908 [he])
5	187	כְּחוּט הַשַּׂעֲרָה	כחוט השערה	כחוט-השערה	ספריא · נחלת הכלל	אומת			Notes and Corrections on Midrash Lekach Tov, Exodus 15:94 (Midrash Lekach Tov on Torah, Vilna 1884 [he])
5	188	בִּדְמִי יָמָיו	בדמי ימיו	בדמי-ימיו	ספריא · נחלת הכלל	אומת			Tzav VeZeruz 17:1 (Ring. II 431 [he])
5	189	הִכָּה גַּלִּים	הכה גלים	היכה-גלים	ספריא · נחלת הכלל	אומת			Machberet Menachem, Introduction 79 (Mahberet Menahem, London, 1854. [he])
5	190	קָפָא עַל שְׁמָרָיו	קפא על שמריו	קפא-על-שמריו	⚠ דרוש מקור	אומת			נח על זרי דפנה
5	191	בּוֹסֵס	בוסס	בסס	ויקינתונים (CC0)	שוכתב			L205602
