מילה	יחידה	מקור ההוכחה	מזהה/רפרנס	הערה
נְמוּך רוּחַ	3	נחלת הכלל / CC0 (לפי ספריא)	Nefesh HaChayim, Reb Itzele's Long Annotation 8 (Vilna, 1874 [he])	שאילתה: נמוך רוח
שָׁלַח יָד בְּנַפְשוֹ	3	נחלת הכלל / CC0 (לפי ספריא)	The War of the Jews 1:24:8 (The Jewish Wars, trans. Y.N. Simhoni, Warsaw, 1923 [he])	שאילתה: בנפשו שלח
בּוּר (וְעַם הָאָרֶץ)	4	נחלת הכלל / CC0 (לפי ספריא)	Imrei Binah, Part III; General Riddles, Answers 89:1 (Imrei Binah, Jerusalem 1908 [he])	שאילתה: בור ועם הארץ
הָלַךְ עִמּוֹ בְּקֶרִי	4	נחלת הכלל / CC0 (לפי ספריא)	Abarbanel on Torah, Genesis 24:1:12 (Torah Commentary of Yitzchak Abarbanel, Warsaw 1862 [he])	שאילתה: בקרי הלך
סָבַב אוֹתוֹ בְּכַחַשׁ	4	נחלת הכלל / CC0 (לפי ספריא)	The War of the Jews 1:26:2 (The Jewish Wars, trans. Y.N. Simhoni, Warsaw, 1923 [he])	שאילתה: אותו בכחש
קָנָה (לוֹ) שְׁבִיתָה	4	נחלת הכלל / CC0 (לפי ספריא)	Penei Moshe on Jerusalem Talmud Eruvin 4:1:5:1 (1536 [he])	שאילתה: קנה לו שביתה
שָׁפַךְ לִבּוֹ	4	נחלת הכלל / CC0 (לפי ספריא)	Chayei Moharan 239:1 (OYW [he])	שאילתה: שפך לבו
אוֹתִיוֹת קִדּוּשׁ לְבָנָה	5	נחלת הכלל / CC0 (לפי ספריא)	Ben Yehoyada on Bava Batra 75b:2 (Senlake edition 2019 based on Ben Yehoyada, Jerusalem, 1897 [he])	שאילתה: אותיות קדוש
אָרְכָה לוֹ הַשָּׁעָה	5	נחלת הכלל / CC0 (לפי ספריא)	Siddur Ashkenaz, Festivals, Chanukah, Service for Lighting Chanukah Candles, Maoz Tzur 28 (Daat Siddur Ashkenaz [he])	שאילתה: ארכה השעה
בּוֹר סוּד (שֶׁאֵינוֹ מְאַבֵּד טִפָּה)	5	נחלת הכלל / CC0 (לפי ספריא)	Midrash Shmuel on Avot 2:8:18 (Midrash Shmuel, Warsaw, 1876 [he])	שאילתה: בור סוד שאינו מאבד טפה
הוֹלֵך עַל קֶרַח דַּק	5	נחלת הכלל / CC0 (לפי ספריא)	Sefer Chasidim 675:1 (Sefer Chassidim, Zhitomir, 1857 [he])	שאילתה: הולך קרח
הָלַך עַל חֶבֶל דַּק	5	נחלת הכלל / CC0 (לפי ספריא)	Notes and Corrections on Midrash Lekach Tov, Genesis 37:74 (Midrash Lekach Tov on Torah, Vilna 1884 [he])	שאילתה: הלך חבל
מְחַרְחֵר (רִיב)	5	נחלת הכלל / CC0 (לפי ספריא)	Rash MiShantz on Mishnah Oktzin 3:11:2 (Talmud Bavli, Vilna, 1880. [he])	שאילתה: מחרחר ריב
אֶבֶן רֵחַיִים עַל צַוָּוארוֹ	6	נחלת הכלל / CC0 (לפי ספריא)	Ma'asai LaMelekh on Mishneh Torah, Sacrificial Procedure 1:17:2 (Friedberg Edition [he])	שאילתה: צווארו רחיים
אֲבַק אָדָם	6	נחלת הכלל / CC0 (לפי ספריא)	Menorat HaMaor, Ohr Olam 20:3 (Menorat HaMaor, Alnakawa, H.G. Enelow ed. N.Y. 1929-1934 [he])	שאילתה: אבק אדם
אִישׁ קְּצָווֹת	6	נחלת הכלל / CC0 (לפי ספריא)	Shenei Luchot HaBerit, Shaar HaOtiyot, Hilchot Biah 3:32 (Shenei Luchot HaBrit, based on Amsterdam, 1698 ed. Part I [he])	שאילתה: איש קצוות
אִמֵּץ אֶת יָדָיו	6	נחלת הכלל / CC0 (לפי ספריא)	Pele Yoetz 158:5 (Torat Emet [he])	שאילתה: אמץ ידיו
בֵּית תַּמְחוּי	6	נחלת הכלל / CC0 (לפי ספריא)	Mordechai on Bava Batra 2:15 (Vilna Edition [he])	שאילתה: בית תמחוי
הִכָּה עַל חֵטְא	6	נחלת הכלל / CC0 (לפי ספריא)	Pesikta Rabbati 29:1 (OYW [he])	שאילתה: הכה חטא
חִילָּה אֶת פָּנָיו	6	נחלת הכלל / CC0 (לפי ספריא)	Or HaChaim on Genesis 18:3:2 (On Your Way  [he])	שאילתה: חילה פניו
קְטַן אֱמוּנָה	6	נחלת הכלל / CC0 (לפי ספריא)	Sod Yesharim, The First Night of Pesach 26:2 (Sod Yesharim, Warsaw 1902-1908 [he])	שאילתה: קטן אמונה
שִיוָּוה (בְּנַפְשוֹ)	6	נחלת הכלל / CC0 (לפי ספריא)	Maharam on Pesachim 3a:1 (Vilna Edition [he])	שאילתה: שיווה
הִכָּה גַּלִּים	7	נחלת הכלל / CC0 (לפי ספריא)	Machberet Menachem, Introduction 79 (Mahberet Menahem, London, 1854. [he])	שאילתה: הכה גלים
מָלֵא תְּכוּנָה	7	נחלת הכלל / CC0 (לפי ספריא)	Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 22:65 (Derashot El Ami, Jerusalem 1936 [he])	שאילתה: מלא תכונה
אֶבֶן שָׂפָה	8	נחלת הכלל / CC0 (לפי ספריא)	Ba'er Hetev on Shulchan Arukh, Orach Chayim 452:19 (Torat Emet 357 [he])	שאילתה: אבן שפה
אִיטֵּר (יַד יְמִינוֹ)	8	נחלת הכלל / CC0 (לפי ספריא)	Shiltei HaGiborim on Sukkah 18a:3 (Vilna Edition [he])	שאילתה: איטר יד ימינו
אֲרֶשֶׁת (פָּנִים)	8	נחלת הכלל / CC0 (לפי ספריא)	Petach Einayim on Shabbat 118b:4 (Petach Einayim, Jerusalem 1959 [he])	שאילתה: ארשת פנים
הָפַךְ אֶת עוֹרוֹ	8	נחלת הכלל / CC0 (לפי ספריא)	Halakhot Ketanot, Part II 212:1 (Krakow, 1897 [he])	שאילתה: הפך את עורו
חָרוֹן (אַף)	8	נחלת הכלל / CC0 (לפי ספריא)	Haamek Davar on Numbers 25:11:2 (Sefer Torat Elohim, Vilna 1879 [he])	שאילתה: חרון אף
כָּל אֵימַת שֶׁ-	8	נחלת הכלל / CC0 (לפי ספריא)	Rif Halakhot Ketanot (Menachot) 8b:1 (Vilna Edition [he])	שאילתה: אימת כל
נִעֵר (אֶת) חָצְנוֹ מ-	8	נחלת הכלל / CC0 (לפי ספריא)	Rambam on Mishnah Shabbat 1:4:1 (Vilna edition [he])	שאילתה: נער חצנו
פַּח (יָקוּשׁ)	8	נחלת הכלל / CC0 (לפי ספריא)	Metzudat Zion on Psalms 9:16:1 (On Your Way [he])	שאילתה: פח יקוש
קֶרֶן יַעַר	8	נחלת הכלל / CC0 (לפי ספריא)	Shiltei HaGiborim on Ketubot 38a:3 (Vilna Edition [he])	שאילתה: קרן יער
תִּינָה (אֶת צָרוֹתָיו)	8	נחלת הכלל / CC0 (לפי ספריא)	Korban HaEdah on Jerusalem Talmud Taanit 4:2:10:3 (1536 [he])	שאילתה: תינה
גָּמַר עָלָיו אֶת הַהַלֵּל	9	נחלת הכלל / CC0 (לפי ספריא)	Turei Zahav on Shulchan Arukh, Orach Chayim 489:11 (Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893 [he])	שאילתה: גמר עליו ההלל
דָּחָה אוֹתוֹ בְּקַש	9	נחלת הכלל / CC0 (לפי ספריא)	Me'irat Einayim on Shulchan Arukh, Choshen Mishpat 176:21 (Shulhan Arukh, Hoshen ha-Mishpat; Lemberg, 1898 [he])	שאילתה: אותו דחה
יָצָא חוֹצֵץ	9	נחלת הכלל / CC0 (לפי ספריא)	Ritva on Rosh Hashanah 27b:15 (Chiddushei HaRitva, Konigsberg, 1858. [he])	שאילתה: יצא חוצץ
סָעַד (אֶת) לִבּוֹ	9	נחלת הכלל / CC0 (לפי ספריא)	Shem MiShmuel, Vayera 6:4 (Sefer Shem Mishmuel, Piotrkow, 1927-1934 [he])	שאילתה: סעד את לבו
אָחַז אֶת הַשּׁוֹר בְּקַרְנָיו	10	נחלת הכלל / CC0 (לפי ספריא)	Arukh HaShulchan, Choshen Mishpat 405:8 (Aruch HaShulchan, Choshen Mishpat. Vilna 1923-29 [he])	שאילתה: בקרניו השור
הוֹלֵך בַּתֶּלֶם	10	נחלת הכלל / CC0 (לפי ספריא)	HaKtav VeHaKabalah, Genesis 25:8:1 (HaKtav VeHaKabbalah, Frankfurt 1880 [he])	שאילתה: הולך בתלם
חִיל (וּרְעָדָה)	10	נחלת הכלל / CC0 (לפי ספריא)	Metzudat Zion on Jeremiah 5:22:1 (On Your Way [he])	שאילתה: חיל ורעדה
סָמַךְ יָדוֹ על (משהו)	10	נחלת הכלל / CC0 (לפי ספריא)	Peri Megadim on Yoreh De'ah, Siftei Da'at 109:5:2 (Ashlei Ravrevei: Shulchan Aruch Yoreh Deah, Lemberg, 1888 [he])	שאילתה: משהו סמך
קַל תְּפִיסָה	10	נחלת הכלל / CC0 (לפי ספריא)	Shoel uMeshiv Mahadura II 1:80:4 (Lemberg, 1865-1890 [he])	שאילתה: קל תפיסה
הִכְבִּיר בְּמִילִים	1	ויקיפדיה · CC BY-SA	וילפריד זאהה	שאילתה: הכביר במילים
זָרָה מֶלַח עַל הַפְּצָעִים	1	⚠ דרוש מקור	ערך: זרה מלח על הפצעים	שאילתה: זרה מלח על הפצעים
יַרְכָתַיִים	1	ויקיטקסט · נחלת הכלל (טקסט מקורי)	תקנות הנמלים (מעגנות)	שאילתה: ירכתיים
לִמְגִינַּת לִבּוֹ	1	ויקיטקסט · נחלת הכלל (טקסט מקורי)	בטרם (אורי ניסן גנסין)	שאילתה: למגינת לבו
גָּדַש אֶת הַסְּאָה	2	ויקיטקסט · נחלת הכלל (טקסט מקורי)	פרוזה (ביאליק)/ספיח	שאילתה: גדש את הסאה
הוֹקִיר רַגְלָיו	2	ויקיטקסט · נחלת הכלל (טקסט מקורי)	פקודת פשיטת הרגל	שאילתה: הוקיר רגליו
מְפוֹרָז	2	ויקיטקסט · נחלת הכלל (טקסט מקורי)	נאום בר-אילן (בנימין נתניהו)	שאילתה: מפורז
מְרוּבָּב	2	ויקיטקסט · נחלת הכלל (טקסט מקורי)	אבן עזרא על תהלים קמד	שאילתה: מרובב
שִׁגְעוֹן גַּדְלוּת	2	⚠ דרוש מקור	שגעון	שאילתה: שגעון גדלות
שָׁלַט בְּרוּחוֹ	2	ויקיטקסט · נחלת הכלל (טקסט מקורי)	חשוקי חמד/בבא מציעא/מד עמוד ב	שאילתה: שלט ברוחו
אָחוּז אֵימָה	3	ויקיטקסט · נחלת הכלל (טקסט מקורי)	יוליוס קיסר (ביאליק)/מערכה ראשונה/מחזה שני	שאילתה: אחוז אימה
בַּר-שְׁפִיטָה	3	ויקיטקסט · נחלת הכלל (טקסט מקורי)	תקנות הנוער (שפיטה, ענישה ודרכי טיפול) (תנאי החזקת קטינים במעון או במעון נעול)	שאילתה: בר-שפיטה
הִתְאַבֵּק בַּעֲפַר רַגְלָיו	3	ספריא · נחלת הכלל	Rashi on Bereshit Rabbah 93:1:4 (Midrash Rabbah, Vilna, 1878 [he])	הצירוף במלואו · Midrash Rabbah, Vilna, 1878
סָר חִינוֹ	3	ויקיפדיה · CC BY-SA	יעקב פרנק	שאילתה: סר חינו
חֲתִימַת שָׂפָם	4	ויקיטקסט · נחלת הכלל (טקסט מקורי)	פרוזה (ביאליק)/ספיח	שאילתה: חתימת שפם
מְשׁוּבַת נְעוּרִים	4	⚠ דרוש מקור	משובה	שאילתה: משובת נעורים
נָפַל עַל אוֹזְנַיים עֲרֵלוֹת	4	⚠ דרוש מקור	דבר אל העצים ואל האבנים	שאילתה: נפל על אוזניים ערלות
נִשְׂגָב מִבִּינָתוֹ	4	לפי מילה · CC0 / נחלת הכלל	נשגב=L215043 · מבינתו=Pat Lechem, Tenth Treatise on Devotion to God, Introduction 16 (Chovat Halevavot, Warsaw 1875 [he])	נשגב: ויקינתונים · למה (CC0) · מבינתו: ספריא · נחלת הכלל
עַל כַּרְעֵי תַּרְנְגוֹלֶת	4	⚠ דרוש מקור	על כרעי תרנגלת	שאילתה: על כרעי תרנגולת
תָּהָה עַל קַנְקַנּוֹ	4	ויקיטקסט · נחלת הכלל (טקסט מקורי)	ספר הבדיחה והחידוד/קבלנים, בורסקאים וספסרים; סוחרים וסרסורים; חנוונים ותגרנים; קונים ומוכרים	שאילתה: תהה על קנקנו
בָּחַשׁ בַּקַּלַּחַת	5	לפי מילה · CC0 / נחלת הכלל	בחש=L205680 · בקלחת=Machberet Menachem, Letter Kof 22:2 (Mahberet Menahem, London, 1854. [he])	בחש: ויקינתונים · למה (CC0) · בקלחת: ספריא · נחלת הכלל
בֶּן-כִּלְאַיִים	5	ויקיטקסט · נחלת הכלל (טקסט מקורי)	אכרזת גנים לאומיים, שמורות טבע, אתרים לאומיים ואתרי הנצחה (יישום האמנה בדבר סחר בין-לאומי במינים של חיית בר וצמחיית בר הנתונים בסכנה)	שאילתה: בן-כלאיים
דָּחַק אֶת רַגְלָיו	5	⚠ דרוש מקור	דחק	שאילתה: דחק את רגליו
הַרְרֵי זָהָב	5	ויקיטקסט · נחלת הכלל (טקסט מקורי)	תולדות ההתישבות בעולם/ההתישבות בראשית ימי הרכושנות/ח	שאילתה: הררי זהב
חֲדַל פֵּרָעוֹן	5	ויקיטקסט · נחלת הכלל (טקסט מקורי)	פקודת הנזיקין	שאילתה: חדל פרעון
חוֹרֵשׁ מְזִמּוֹת	5	ויקיטקסט · נחלת הכלל (טקסט מקורי)	אלטנוילנד ג ג	שאילתה: חורש מזמות
מָשַׁךְ בְּעֵט	5	ספריא · Beur Reuven, New York 1955 (Public Domain)	Beur Reuven on Bava Kamma, Introduction 25 · «לִמְשֹׁךְ בעט סופר»	שאילתה: משך בעט
קָפָא עַל שְׁמָרָיו	5	⚠ דרוש מקור	נח על זרי דפנה	שאילתה: קפא על שמריו
בָּאוּ לְעֵמֶק הַשָּׁוֶוה	6	⚠ דרוש מקור	ערך: באו לעמק השווה	שאילתה: באו לעמק השווה
גַּיִס חֲמִישִׁי	6	⚠ דרוש מקור	ערך: גיס חמישי	שאילתה: גיס חמישי
הֶחְפִּיץ	6	ויקיטקסט · נחלת הכלל (טקסט מקורי)	חפץ חיים	שאילתה: החפיץ
חָתוּל בַּשַּׁק	6	⚠ דרוש מקור	ערך: חתול בשק	שאילתה: חתול בשק
יוֹשֵׁב עַל הַגָּדֵר	6	ויקיפדיה · CC BY-SA	יושב על הגדר (אלבום)	שאילתה: יושב על הגדר
יָשַׁב עַל הַמְּדוֹכָה	6	ויקיטקסט · נחלת הכלל (טקסט מקורי)	חבלי לשון	שאילתה: ישב על המדוכה
עוּר!	6	ויקיטקסט · נחלת הכלל (טקסט מקורי)	כסף משנה/הלכות כלים	שאילתה: עור!
פָּסַח עַל שְׁתֵּי הַסְּעִיפִּים	6	⚠ דרוש מקור	ערך: פסח על שתי הסעיפים	שאילתה: פסח על שתי הסעיפים
קוֹטֵל קָנִים	6	ויקיטקסט · נחלת הכלל (טקסט מקורי)	פרוזה (ביאליק)/איש הסִפּוּן	שאילתה: קוטל קנים
אִילוּחַ	7	ויקיטקסט · נחלת הכלל (טקסט מקורי)	תקנות מחלות בעלי חיים (בתי שחיטה לעופות)	שאילתה: אילוח
זָב חֹטֶם	7	⚠ דרוש מקור	זב	שאילתה: זב חטם
חֵלְכָּאִי	7	ויקיטקסט · נחלת הכלל (טקסט מקורי)	רש"י על תהלים י	שאילתה: חלכאי
טַבּוּלָה רָאסָה	7	ויקיטקסט הלטיני · נחלת הכלל	Summa Theologiae, Prima pars, Quaestio CI · תומאס אקווינס	⚠ תעתיק של מונח לטיני עתיק: «sicut tabula rasa in qua nihil est scriptum». לא נמצאה הוכחה עברית — `ראסה` מופיע רק בטקסט יהודי-ערבי, ו-`טבולה` שם הוא הומוגרף (טְבוּלָה למעשרות)
מַעֲרֶה הַיַּעַר	7	ויקיטקסט · נחלת הכלל (טקסט מקורי)	רוסלאן ולודמילה	שאילתה: מערה היער
פִּיל לָבָן	7	לפי מילה · CC0 / נחלת הכלל	פיל=L67417 · לבן=L212278	פיל: ויקינתונים · למה (CC0) · לבן: ויקינתונים · למה (CC0)
תְּעוּדַת עֲנִיוּת	7	ויקיטקסט · נחלת הכלל (טקסט מקורי)	תקנות לביצוע אמנת האג (הפרוצדורה האזרחית)	שאילתה: תעודת עניות
בְּחֵרוּק שִׁינַּיִים	8	ויקיפדיה · CC BY-SA	האמנה בדבר ההיבטים האזרחיים של חטיפה בין-לאומית של ילדים	שאילתה: בחרוק שיניים
חֲפָתִים	8	ויקיטקסט · נחלת הכלל (טקסט מקורי)	תקנות מחלות בעלי-חיים (ביעור שחפת הבקר)	שאילתה: חפתים
שַׁוֵּוה בְּנַפְשֵׁך	8	לפי מילה · CC0 / נחלת הכלל	שווה=L1368445 · בנפשך=Malbim on Esther 4:13:1 (On Your Way [he])	שווה: ויקינתונים · למה (CC0) · בנפשך: ספריא · נחלת הכלל
בִּיזָארִי	9	ויקיטקסט · נחלת הכלל (טקסט מקורי)	הקתדרלה והבזאר/הקתדרלה והבזאר	שאילתה: ביזארי
הֵסִיר אֶת הַלּוֹט	9	ויקיפדיה · CC BY-SA	כיכר דניה	שאילתה: הסיר את הלוט
לִבָּה אֶת הַיְּצָרִים	10	⚠ דרוש מקור	ערך: לבה את היצרים	שאילתה: לבה את היצרים
סוּרֵיאָלִיסְטִי	10	⚠ דרוש מקור	ממד	שאילתה: סוריאליסטי
מֵרֵט אֶת עֲצַבָּיו	1	לפי מילה · CC0 / נחלת הכלל	מרט=L213832 · עצביו=L80570	מרט: ויקינתונים · למה (CC0) · עצביו: ויקינתונים · צורה (CC0)
הֵצֵר צְעָדָיו	4	⚠ דרוש מקור	ערך: הצר	מילת ליבה
טִכֵּס עֵצָה	5	ספריא · Torah Temimah, Vilna 1904 (Public Domain)	Torah Temimah on Esther 2:23:1 · «לְטַכֵּס עצה»	מילת ליבה
טְרוּט עֵינַיִם	5	לפי מילה · CC0 / נחלת הכלל	טרוט=L211526 · עינים=L67224	טרוט: ויקינתונים · למה (CC0) · עינים: ויקינתונים · צורה (CC0)
פוֹרְס מָז'וֹר	5	⚠ דרוש מקור	ערך: מזור	מילת ליבה
שׁוֹבֵב אֶת נַפְשׁוֹ	5	⚠ דרוש מקור	ערך: שובב	מילת ליבה
נִכְמַר לִבּוֹ	9	⚠ דרוש מקור	ערך: נכמר	מילת ליבה
רָבַץ לְפִתְחוֹ	9	⚠ דרוש מקור	ערך: רבץ	מילת ליבה
