k	unit	term	gloss	bold	en	he
a305e68bbddf	4	self-confidence	בטחון-עצמי	הביטחון העצמי	Her <b>self</b>-confidence grew as she practiced the piano.	<b>הביטחון העצמי</b> שלה גדל ככל שתרגלה בפסנתר.
858ce2b26457	4	separation	הפרדה; פרידה	ההפרדה	The <b>separation</b> of the two groups made them feel unhappy.	<b>ההפרדה</b> בין שתי הקבוצות גרמה להן להרגיש לא מרוצות.
4bd8588e289e	4	shelf (shelves)	מדף (מדפים)	המדף	The <b>shelf</b> in the kitchen held many plates and dishes.	<b>המדף</b> במטבח החזיק צלחות וכלים רבים.
34f18d3af1fa	4	shift	שינוי, משמרת; להזיז	במשמרת	She works the night <b>shift</b> at the hospital.	היא עובדת <b>במשמרת</b> הלילה בבית החולים.
372f71d50d64	4	side effect	תופעת לוואי	לתופעות לוואי	The medicine helped his illness but had bad <b>side effects</b>.	התרופה עזרה למחלתו אך גרמה <b>לתופעות לוואי</b> לא נעימות.
195c78857ed9	4	sight	ראייה, כוונת; מראה	הראייה	His <b>sight</b> improved greatly after doctors performed surgery on his damaged eye.	<b>הראייה</b> שלו השתפרה מאוד אחרי שהרופאים ניתחו את עינו הפגועה.
3a6f06bde6af	4	slavery	עבדות	העבדות	<b>Slavery</b> was abolished in the United States in eighteen sixty-five.	<b>העבדות</b> בוטלה בארצות הברית בשנת אלף שמונה מאות שישים וחמש.
62c550a17623	4	speaker	דובר; רמקול	הדובר	The <b>speaker</b> at the conference was a famous scientist.	<b>הדובר</b> בכנס היה מדען מפורסם.
28482c577357	4	spread	התפשטות, פיזור; ממרח, למרוח	התפשטה	The fire <b>spread</b> quickly through the old wooden building.	האש <b>התפשטה</b> במהירות דרך הבניין העץ הישן.
97804b139230	4	stadium	אצטדיון	האצטדיון	Thousands of fans filled the <b>stadium</b> to watch the game.	אלפי אוהדים מילאו את <b>האצטדיון</b> כדי לצפות במשחק.
9b5e423d19b2	4	stamina	כושר עמידה, סיבולת	לסיבולת	Long-distance runners need great <b>stamina</b> to finish the race.	רצי מרחקים ארוכים זקוקים <b>לסיבולת</b> רבה כדי לסיים את המרוץ.
4a47789e2d1b	4	statement	הצהרה	ההצהרה	The company's <b>statement</b> addressed customer complaints about the late deliveries.	<b>ההצהרה</b> של החברה התייחסה לתלונות לקוחות על משלוחים מאוחרים.
7ff5cb074fed	4	study	ללמוד, מחקר; חדר עבודה	המחקר	His <b>study</b> showed that exercise improves mental health.	<b>המחקר</b> שלו הראה שפעילות גופנית משפרת את הבריאות הנפשית.
59daa1285ba5	4	subject	נושא; נתין, אזרח; נבדק; להכפיף, לחשוף ל-; נתון ל-, כפוף ל-	הנושא	The <b>subject</b> of today's lesson is ancient Egyptian history.	<b>הנושא</b> של השיעור היום הוא ההיסטוריה של מצרים העתיקה.
5ac1835d5249	4	sundown	שקיעה	השקיעה	We must return before <b>sundown</b> or we will be trapped.	עלינו לחזור לפני <b>השקיעה</b> אחרת נהיה תקועים.
20654d393cf7	4	surface	משטח, פני שטח; לצוף	פני השטח	The <b>surface</b> of the lake was smooth and calm.	<b>פני השטח</b> של האגם היו חלקים ושקטים.
6057ec004215	4	surprisingly	במפתיע	מפתיעה	The news arrived <b>surprisingly</b> fast, which shocked everyone that evening.	החדשות הגיעו במהירות <b>מפתיעה</b>, מה שהדהים את כולם באותו ערב.
d9687b2be537	4	suspect	חשוד (מישהו); לחשוד	החשוד	The main <b>suspect</b> in the robbery was arrested outside the museum.	<b>החשוד</b> העיקרי בשוד נעצר מחוץ למוזיאון.
ab4d5e4f9832	4	symbolize	לסמל	מסמלת	The dove <b>symbolizes</b> peace in many books, movies, and works of art.	היונה <b>מסמלת</b> שלום בהרבה ספרים, סרטים ויצירות אמנות.
5eca29c72dd1	4	symmetry	סימטריה, התאמה	הסימטריה	The building's perfect <b>symmetry</b> showed identical design on both sides.	<b>הסימטריה</b> המושלמת של הבניין הראתה עיצוב זהה משני הצדדים.
d0f6f9b20177	4	tact	טקט	בטקט	She used <b>tact</b> to tell her friend the dress didn't look flattering.	היא השתמשה <b>בטקט</b> כדי לספר לחברתה שהשמלה לא הלמה אותה.
dd2ae1fab161	4	take place	להתרחש, התרחש; להתקיים	יתרחש	The concert will <b>take place</b> in the city next Friday evening.	הקונצרט <b>יתרחש</b> בעיר ביום שישי הבא בערב.
b58c3399d614	4	teach, taught	ללמד, לימד	לימדה	My grandmother <b>taught</b> me to cook using her own secret recipes.	סבתי <b>לימדה</b> אותי לבשל לפי המתכונים הסודיים שלה.
d36af3bf7cc8	4	terms	מונחים; תנאים	במונחים	Scientists use many specific <b>terms</b> that beginners find hard to understand.	מדענים משתמשים <b>במונחים</b> ספציפיים רבים שקשה למתחילים להבין.
288bdc981de9	4	texture	מרקם, טקסטורה	המרקם	The <b>texture</b> of velvet feels incredibly smooth under your fingers.	<b>המרקם</b> של הקטיפה מרגיש חלק להפליא תחת האצבעות.
ba898515fd3f	4	therefore	לכן	ולכן	It rained yesterday; <b>therefore</b>, the soccer game was moved to tomorrow.	אתמול ירד גשם, <b>ולכן</b> משחק הכדורגל נדחה למחר.
820ce6110922	4	tight	הדוק, לחוץ, צמוד	הדוקות	These shoes are so <b>tight</b> that my toes hurt when walking.	הנעליים האלה כל כך <b>הדוקות</b> שהאצבעות שלי כואבות כשאני הולך.
e746dfc5c317	4	timeline	ציר זמן	ציר הזמן	The <b>timeline</b> showed our project took exactly two years to finish.	<b>ציר הזמן</b> הראה שהפרויקט שלנו לקח בדיוק שנתיים להשלמה.
89d51f4305db	4	trade	להחליף; לסחור, מסחר	סוחרות	Countries <b>trade</b> oil and wheat to get resources they need.	מדינות <b>סוחרות</b> בנפט ובחיטה כדי להשיג משאבים שהן צריכות.
810cdc7eda82	4	trance	טראנס, מצב היפנוטי	לטראנס	The hypnotist put the volunteer into a <b>trance</b> using his voice.	ההיפנוטיזר הכניס את המתנדב <b>לטראנס</b> באמצעות קולו.
f6751ed74f8d	4	transform	לשנות צורה, להפוך ל-	יהפוך	A caterpillar will <b>transform</b> into a butterfly in just a few weeks.	זחל <b>יהפוך</b> לפרפר תוך שבועות ספורים בלבד.
71e75d79b5bf	4	translator	מתרגם	המתרגם	The <b>translator</b> worked through the night to finish the translation.	<b>המתרגם</b> עבד כל הלילה כדי לסיים את התרגום.
fa4d5013c65a	4	treat	להתייחס; פינוק, ממתק; לפנק	מתייחסים	My parents <b>treat</b> me as an adult when I show responsibility.	ההורים שלי <b>מתייחסים</b> אליי כמו למבוגר כשאני מגלה אחריות.
5a90e68f41e5	4	tropical	טרופי	טרופיות	<b>Tropical</b> birds have bright colors and live in very warm regions.	לציפורים <b>טרופיות</b> יש צבעים בהירים והן חיות באזורים חמים מאוד.
920ee3d9dc0f	4	unclear	לא ברור	לא ברורות	His instructions were so <b>unclear</b> that everyone felt lost and confused.	ההוראות שלו היו כל כך <b>לא ברורות</b> שכולם הרגישו אבודים ומבולבלים.
9c8366e43c75	4	universe	יקום	היקום	Scientists study the <b>universe</b> to understand stars, galaxies, and space.	מדענים חוקרים את <b>היקום</b> כדי להבין כוכבים, גלקסיות וחלל.
289e7aadde15	4	unofficial	בלתי רשמי	הבלתי רשמי	The <b>unofficial</b> report suggested major problems, but management denied everything.	הדוח <b>הבלתי רשמי</b> רמז על בעיות חמורות, אך ההנהלה הכחישה הכול.
2e4f10ad77ab	4	unrealistic	לא מציאותי	לא מציאותית	Your plan is <b>unrealistic</b> because you don't have enough money.	התוכנית שלך <b>לא מציאותית</b> כי אין לך מספיק כסף.
738c6c38f7b5	4	unwanted	לא רצוי	לא רצויים	Several <b>unwanted</b> guests showed up at the party without invitation.	כמה אורחים <b>לא רצויים</b> הופיעו במסיבה בלי הזמנה.
ca0793a99190	4	valley	עמק	העמק	The <b>valley</b> between the mountains was green and full of trees.	<b>העמק</b> שבין ההרים היה ירוק ומלא עצים.
ebb50515d4c1	4	verbal	ורבלי, מילולי; בעל פה	המילולי	The <b>verbal</b> agreement should be written down to prevent disputes.	יש לתעד בכתב את ההסכם <b>המילולי</b> כדי למנוע חילוקי דעות.
d859d724cd4b	4	veteran	ותיק; חייל משוחרר, יוצא צבא	הוותיק	The <b>veteran</b> actor has performed on stage for fifty years successfully.	השחקן <b>הוותיק</b> הופיע על הבמה במשך חמישים שנה בהצלחה.
0b05eab42dc2	4	view	דעה, השקפה; נוף, מראה; שדה ראייה; לראות, לצפות; להתייחס ל-	דעתי	My <b>view</b> is that this restaurant serves the best food.	<b>דעתי</b> היא שהמסעדה הזו מגישה את האוכל הטוב ביותר.
0d9be72a7b3c	4	villain	רשע, נבל	הנבל	The <b>villain</b> in the story tried to steal the valuable diamond.	<b>הנבל</b> בסיפור ניסה לגנוב את היהלום היקר.
8af2d350e9f6	4	wagon	עגלה	העגלה	The farmer loaded hay into the <b>wagon</b> for transport to the barn.	האיכר טען חציר על <b>העגלה</b> להובלה אל האסם.
16120f9b2f13	4	waste	בזבוז, לבזבז; הפסולת	תבזבז	Don't <b>waste</b> time on video games when you should study.	אל <b>תבזבז</b> זמן על משחקי מחשב כשאתה צריך ללמוד.
639f869f0524	4	waterfall	מפל	המפל	The <b>waterfall</b> dropped hundreds of feet into a pool of water.	<b>המפל</b> צנח מגובה של עשרות מטרים אל תוך בריכת מים.
33d98b9106a7	4	weaken	להחליש	יחליש	Lack of sleep will <b>weaken</b> your body and affect your thinking.	חוסר שינה <b>יחליש</b> את גופך וישפיע על החשיבה שלך.
491df98a3ac4	4	whale	לוויתן	לווייתן	A blue <b>whale</b> is larger than any animal living on land.	<b>לווייתן</b> כחול גדול מכל חיה אחרת החיה על היבשה.
2a48b700b325	4	wherever	בכל מקום, לא משנה היכן	לא משנה לאן	<b>Wherever</b> you travel, remember to stay safe and watch your luggage.	<b>לא משנה לאן</b> תיסע, זכור לשמור על עצמך ולהשגיח על המזוודות שלך.
04b6b4eef646	4	wonder	לתהות, להטיל ספק; פלא	תוהה	I <b>wonder</b> whether she will come to the party or not.	אני <b>תוהה</b> אם היא תגיע למסיבה או לא.
7aa7fe778059	4	woods	יער	ביער	The children got lost in the <b>woods</b> during their hiking trip.	הילדים הלכו לאיבוד <b>ביער</b> במהלך טיול הליכה.
197ae8618d69	5	abroad	חו"ל	בחו ל	She studied <b>abroad</b> in France for one full year during college.	היא למדה <b>בחו"ל</b> בצרפת במשך שנה שלמה במהלך הלימודים.
efdbd24b7344	5	acceptable	מקובל	מקובלת	Your work is <b>acceptable</b>, although you can still improve quality.	העבודה שלך <b>מקובלת</b>, אף שאתה יכול עדיין לשפר את האיכות.
dc4c30744ac6	5	achieve	להשיג	השיגה	She <b>achieved</b> her goal of running a marathon after training.	היא <b>השיגה</b> את מטרתה לרוץ מרתון אחרי אימונים.
c5502f1abd72	5	activate	להפעיל	הפעל	<b>Activate</b> the security system before you leave the house tonight.	<b>הפעל</b> את מערכת האבטחה לפני שאתה עוזב את הבית הלילה.
4b6a4a3483a0	5	adapt	להתאים; לעבד; להסתגל	עיבד	The director <b>adapted</b> the popular novel into a two-hour movie.	הבמאי <b>עיבד</b> את הרומן הפופולרי לסרט בן שעתיים.
